"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Concept Class ID","Domain","Vocabulary"
"4","Antihyperglycemic Medications","36278584","OMOP3129459","3 ML insulin detemir 33.3 UNT/ML / insulin, isophane 70 UNT/ML Injectable Suspension","Quant Clinical Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36278484","OMOP3129359","3 ML insulin detemir 33.3 UNT/ML / insulin, isophane 70 UNT/ML Injectable Suspension Box of 5","Quant Clinical Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36278571","OMOP3129446","3 ML insulin detemir 33.3 UNT/ML / insulin, isophane 70 UNT/ML Injectable Suspension [Humulin]","Quant Branded Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36278549","OMOP3129424","3 ML insulin detemir 33.3 UNT/ML / insulin, isophane 70 UNT/ML Injectable Suspension [Humulin] Box of 5","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36278448","OMOP3129323","3 ML insulin detemir 33.3 UNT/ML / insulin, isophane 70 UNT/ML Injectable Suspension [Humulin] Box of 5 by Eli Lilly","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","41347498","OMOP2545460","3 ML insulin detemir 33.3 UNT/ML Prefilled Syringe","Quant Clinical Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","41346756","OMOP2544718","3 ML insulin detemir 33.3 UNT/ML Prefilled Syringe Box of 10","Quant Clinical Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","41346805","OMOP2544767","3 ML insulin detemir 33.3 UNT/ML Prefilled Syringe Box of 5","Quant Clinical Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","41350475","OMOP2548437","3 ML insulin detemir 33.3 UNT/ML Prefilled Syringe [Levemir]","Quant Branded Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","41348775","OMOP2546737","3 ML insulin detemir 33.3 UNT/ML Prefilled Syringe [Levemir] Box of 10","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","41349351","OMOP2547313","3 ML insulin detemir 33.3 UNT/ML Prefilled Syringe [Levemir] Box of 10 by Cc","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","41350586","OMOP2548548","3 ML insulin detemir 33.3 UNT/ML Prefilled Syringe [Levemir] Box of 10 by Eurim-Pharm","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","41349827","OMOP2547789","3 ML insulin detemir 33.3 UNT/ML Prefilled Syringe [Levemir] Box of 10 by Kohlpharma","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","41346893","OMOP2544855","3 ML insulin detemir 33.3 UNT/ML Prefilled Syringe [Levemir] Box of 5","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","41349102","OMOP2547064","3 ML insulin detemir 33.3 UNT/ML Prefilled Syringe [Levemir] Box of 5 by Kohlpharma","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","2028897","OMOP4927643","3 ML insulin glargine 100 IU/ML Pen Injector","Quant Clinical Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","2028898","OMOP4927644","3 ML insulin glargine 100 IU/ML Pen Injector [GLARZIA]","Quant Branded Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","2028899","OMOP4927645","3 ML insulin glargine 100 IU/ML Pen Injector [GLARZIA] by Greencross","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","43269749","OMOP561981","3 ML Insulin Glargine 100 UNT/ML Auto-Injector","Quant Clinical Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","43518203","OMOP2805318","3 ML Insulin Glargine 100 UNT/ML Auto-Injector [Basaglar]","Quant Branded Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","43258834","OMOP561984","3 ML Insulin Glargine 100 UNT/ML Auto-Injector Box of 10","Quant Clinical Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","43258833","OMOP561982","3 ML Insulin Glargine 100 UNT/ML Auto-Injector Box of 2","Quant Clinical Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","43286085","OMOP561983","3 ML Insulin Glargine 100 UNT/ML Auto-Injector Box of 5","Quant Clinical Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","43286086","OMOP561986","3 ML Insulin Glargine 100 UNT/ML Cartridge","Quant Clinical Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191304","OMOP3068027","3 ML Insulin Glargine 100 UNT/ML Cartridge [Abasaglar]","Quant Branded Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44190893","OMOP3067616","3 ML Insulin Glargine 100 UNT/ML Cartridge [Abasaglar] Box of 5","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191256","OMOP3067979","3 ML Insulin Glargine 100 UNT/ML Cartridge [Abasaglar] Box of 5 by Lilly","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","43518185","OMOP2805300","3 ML Insulin Glargine 100 UNT/ML Cartridge [Basaglar]","Quant Branded Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","2906570","OMOP5123345","3 ML insulin glargine 100 UNT/ML Cartridge [Basaglar] Box of 10","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","2906572","OMOP5123347","3 ML insulin glargine 100 UNT/ML Cartridge [Basaglar] Box of 2","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","2906571","OMOP5123346","3 ML insulin glargine 100 UNT/ML Cartridge [Basaglar] Box of 5","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","43269750","OMOP561989","3 ML Insulin Glargine 100 UNT/ML Cartridge Box of 10","Quant Clinical Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","43286087","OMOP561987","3 ML Insulin Glargine 100 UNT/ML Cartridge Box of 2","Quant Clinical Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191430","OMOP3068153","3 ML Insulin Glargine 100 UNT/ML Cartridge Box of 3","Quant Clinical Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191109","OMOP3067832","3 ML Insulin Glargine 100 UNT/ML Cartridge Box of 4","Quant Clinical Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","43280615","OMOP561988","3 ML Insulin Glargine 100 UNT/ML Cartridge Box of 5","Quant Clinical Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191275","OMOP3067998","3 ML Insulin Glargine 100 UNT/ML Cartridge Box of 6","Quant Clinical Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44190866","OMOP3067589","3 ML Insulin Glargine 100 UNT/ML Cartridge Box of 9","Quant Clinical Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191063","OMOP3067786","3 ML Insulin Glargine 100 UNT/ML Cartridge [Lantus]","Quant Branded Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191459","OMOP3068182","3 ML Insulin Glargine 100 UNT/ML Cartridge [Lantus] Box of 10","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191505","OMOP3068228","3 ML Insulin Glargine 100 UNT/ML Cartridge [Lantus] Box of 10 by Sanofi","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44190892","OMOP3067615","3 ML Insulin Glargine 100 UNT/ML Cartridge [Lantus] Box of 3","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191216","OMOP3067939","3 ML Insulin Glargine 100 UNT/ML Cartridge [Lantus] Box of 4","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191303","OMOP3068026","3 ML Insulin Glargine 100 UNT/ML Cartridge [Lantus] Box of 5","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191010","OMOP3067733","3 ML Insulin Glargine 100 UNT/ML Cartridge [Lantus] Box of 5 by Sanofi","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44190891","OMOP3067614","3 ML Insulin Glargine 100 UNT/ML Cartridge [Lantus] Box of 6","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191411","OMOP3068134","3 ML Insulin Glargine 100 UNT/ML Cartridge [Lantus] Box of 6 by Axicorp","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191460","OMOP3068183","3 ML Insulin Glargine 100 UNT/ML Cartridge [Lantus] Box of 9","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191255","OMOP3067978","3 ML Insulin Glargine 100 UNT/ML Cartridge [Lantus] Box of 9 by Axicorp","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","2906574","OMOP5123349","3 ML insulin glargine 100 UNT/ML Cartridge [Optisulin]","Quant Branded Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","2906573","OMOP5123348","3 ML insulin glargine 100 UNT/ML Cartridge [Optisulin] Box of 5","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","35779361","OMOP2780822","3 ML Insulin Glargine 100 UNT/ML Injectable Solution","Quant Clinical Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","35779748","OMOP2781209","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Abasaglar]","Quant Branded Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191302","OMOP3068025","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Abasaglar] Box of 1","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191369","OMOP3068092","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Abasaglar] Box of 10","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191410","OMOP3068133","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Abasaglar] Box of 10 by Emra-Med","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191504","OMOP3068227","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Abasaglar] Box of 1 by Axicorp","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","35779374","OMOP2780835","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Abasaglar] Box of 5","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","40716632","OMOP4740635","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Abasaglar] Box of 5 by Eli Lilly","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191254","OMOP3067977","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Abasaglar] Box of 5 by Emra-Med","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191176","OMOP3067899","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Abasaglar] Box of 5 by Kohlpharma","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","35779585","OMOP2781046","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Abasaglar] Box of 5 by Lilly","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","40716633","OMOP4740634","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Abasaglar] by Eli Lilly","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","35779411","OMOP2780872","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Abasaglar] by Lilly","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","43518221","OMOP2805336","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Basaglar]","Quant Branded Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","43518259","OMOP2805374","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Basaglar] Box of 10","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","43518220","OMOP2805335","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Basaglar] Box of 2","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","43518249","OMOP2805364","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Basaglar] Box of 5","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191194","OMOP3067917","3 ML Insulin Glargine 100 UNT/ML Injectable Solution Box of 1","Quant Clinical Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","43518213","OMOP2805328","3 ML Insulin Glargine 100 UNT/ML Injectable Solution Box of 10","Quant Clinical Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","43518195","OMOP2805310","3 ML Insulin Glargine 100 UNT/ML Injectable Solution Box of 2","Quant Clinical Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","35779360","OMOP2780821","3 ML Insulin Glargine 100 UNT/ML Injectable Solution Box of 5","Quant Clinical Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36967806","OMOP5209338","3 ML insulin glargine 100 UNT/ML Injectable Solution [Lantus]","Quant Branded Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","35779375","OMOP2780836","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Lantus]","Quant Branded Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44190969","OMOP3067692","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Lantus] Box of 10","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191175","OMOP3067898","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Lantus] Box of 10 by Emra-Med","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191337","OMOP3068060","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Lantus] Box of 10 by Eurim-Pharm","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36934579","OMOP5209344","3 ML insulin glargine 100 UNT/ML Injectable Solution [Lantus] Box of 5","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","35779682","OMOP2781143","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Lantus] Box of 5","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36055906","OMOP4981301","3 ML insulin glargine 100 UNT/ML Injectable Solution [Lantus] Box of 5 by DE","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44190931","OMOP3067654","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Lantus] Box of 5 by Emra-Med","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36055907","OMOP4981302","3 ML insulin glargine 100 UNT/ML Injectable Solution [Lantus] Box of 5 by Ethigen","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36958633","OMOP5209348","3 ML insulin glargine 100 UNT/ML Injectable Solution [Lantus] Box of 5 by Mawdsley-Brooks","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","35779787","OMOP2781248","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Lantus] Box of 5 by Mawdsley-Brooks","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36968636","OMOP5209346","3 ML insulin glargine 100 UNT/ML Injectable Solution [Lantus] Box of 5 by Necessity Supplies","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","40716634","OMOP4740633","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Lantus] Box of 5 by Necessity Supplies","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36960119","OMOP5209345","3 ML insulin glargine 100 UNT/ML Injectable Solution [Lantus] Box of 5 by Sanofi","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","35779586","OMOP2781047","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Lantus] Box of 5 by Sanofi","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","40716635","OMOP4740632","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Lantus] Box of 5 by Sigma","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","35779720","OMOP2781181","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Lantus] Box of 5 by Sigma-Tau","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36959632","OMOP5209347","3 ML insulin glargine 100 UNT/ML Injectable Solution [Lantus] Box of 5 by Waymade","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","35779786","OMOP2781247","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Lantus] Box of 5 by Waymade","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36055908","OMOP4981303","3 ML insulin glargine 100 UNT/ML Injectable Solution [Lantus] by DE","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36055909","OMOP4981304","3 ML insulin glargine 100 UNT/ML Injectable Solution [Lantus] by Ethigen","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36962376","OMOP5209342","3 ML insulin glargine 100 UNT/ML Injectable Solution [Lantus] by Mawdsley-Brooks","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","35779412","OMOP2780873","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Lantus] by Mawdsley-Brooks","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36925478","OMOP5209340","3 ML insulin glargine 100 UNT/ML Injectable Solution [Lantus] by Necessity Supplies","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","40716636","OMOP4740631","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Lantus] by Necessity Supplies","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36965600","OMOP5209339","3 ML insulin glargine 100 UNT/ML Injectable Solution [Lantus] by Sanofi","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","35779721","OMOP2781182","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Lantus] by Sanofi","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36934964","OMOP5209343","3 ML insulin glargine 100 UNT/ML Injectable Solution [Lantus] by Sigma","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","40716637","OMOP4740630","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Lantus] by Sigma","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","35779587","OMOP2781048","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Lantus] by Sigma-Tau","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36949493","OMOP5209341","3 ML insulin glargine 100 UNT/ML Injectable Solution [Lantus] by Waymade","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","35779533","OMOP2780994","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Lantus] by Waymade","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36959789","OMOP5209335","3 ML insulin glargine 100 UNT/ML Injectable Solution [Semglee]","Quant Branded Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","35885426","OMOP5032701","3 ML insulin glargine 100 UNT/ML Injectable Solution [Semglee]","Quant Branded Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36809745","OMOP4823781","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Semglee]","Quant Branded Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","35885424","OMOP5032699","3 ML insulin glargine 100 UNT/ML Injectable Solution [Semglee] Box of 5","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36963161","OMOP5209337","3 ML insulin glargine 100 UNT/ML Injectable Solution [Semglee] Box of 5","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36809738","OMOP4823774","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Semglee] Box of 5","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","35896719","OMOP5040954","3 ML insulin glargine 100 UNT/ML Injectable Solution [Semglee] Box of 5 by CST","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","35885423","OMOP5032698","3 ML insulin glargine 100 UNT/ML Injectable Solution [Semglee] Box of 5 by Mylan","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36809752","OMOP4823788","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Semglee] Box of 5 by Mylan","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36937042","OMOP5209336","3 ML insulin glargine 100 UNT/ML Injectable Solution [Semglee] Box of 5 by Viatris Healthcare","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","35896720","OMOP5040955","3 ML insulin glargine 100 UNT/ML Injectable Solution [Semglee] by CST","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","35885425","OMOP5032700","3 ML insulin glargine 100 UNT/ML Injectable Solution [Semglee] by Mylan","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36809737","OMOP4823773","3 ML Insulin Glargine 100 UNT/ML Injectable Solution [Semglee] by Mylan","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36922120","OMOP5209334","3 ML insulin glargine 100 UNT/ML Injectable Solution [Semglee] by Viatris Healthcare","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191029","OMOP3067752","3 ML Insulin Glargine 100 UNT/ML Injectable Suspension","Quant Clinical Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191370","OMOP3068093","3 ML Insulin Glargine 100 UNT/ML Injectable Suspension [Abasaglar]","Quant Branded Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191458","OMOP3068181","3 ML Insulin Glargine 100 UNT/ML Injectable Suspension [Abasaglar] Box of 10","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191009","OMOP3067732","3 ML Insulin Glargine 100 UNT/ML Injectable Suspension [Abasaglar] Box of 10 by Emra-Med","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191338","OMOP3068061","3 ML Insulin Glargine 100 UNT/ML Injectable Suspension [Abasaglar] Box of 10 by Lilly","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36927712","OMOP5209365","3 ML insulin glargine 100 UNT/ML Injectable Suspension [Abasaglar] Box of 5","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36966490","OMOP5209366","3 ML insulin glargine 100 UNT/ML Injectable Suspension [Abasaglar] Box of 5 by Eli Lilly","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36946376","OMOP5209364","3 ML insulin glargine 100 UNT/ML Injectable Suspension [Abasaglar] by Eli Lilly","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191429","OMOP3068152","3 ML Insulin Glargine 100 UNT/ML Injectable Suspension Box of 10","Quant Clinical Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191028","OMOP3067751","3 ML Insulin Glargine 100 UNT/ML Injectable Suspension Box of 4","Quant Clinical Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36958315","OMOP5209349","3 ML insulin glargine 100 UNT/ML Injectable Suspension Box of 5","Quant Clinical Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44190890","OMOP3067613","3 ML Insulin Glargine 100 UNT/ML Injectable Suspension [Lantus]","Quant Branded Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191134","OMOP3067857","3 ML Insulin Glargine 100 UNT/ML Injectable Suspension [Lantus] Box of 4","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","44191008","OMOP3067731","3 ML Insulin Glargine 100 UNT/ML Injectable Suspension [Lantus] Box of 4 by Sanofi","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36954074","OMOP5209359","3 ML insulin glargine 100 UNT/ML Injectable Suspension [Lantus] Box of 5","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36962539","OMOP5209363","3 ML insulin glargine 100 UNT/ML Injectable Suspension [Lantus] Box of 5 by Mawdsley-Brooks","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36926480","OMOP5209361","3 ML insulin glargine 100 UNT/ML Injectable Suspension [Lantus] Box of 5 by Necessity Supplies","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36958657","OMOP5209360","3 ML insulin glargine 100 UNT/ML Injectable Suspension [Lantus] Box of 5 by Sanofi","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36921053","OMOP5209362","3 ML insulin glargine 100 UNT/ML Injectable Suspension [Lantus] Box of 5 by Waymade","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36923430","OMOP5209357","3 ML insulin glargine 100 UNT/ML Injectable Suspension [Lantus] by Mawdsley-Brooks","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36968059","OMOP5209355","3 ML insulin glargine 100 UNT/ML Injectable Suspension [Lantus] by Necessity Supplies","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36930756","OMOP5209354","3 ML insulin glargine 100 UNT/ML Injectable Suspension [Lantus] by Sanofi","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36930806","OMOP5209358","3 ML insulin glargine 100 UNT/ML Injectable Suspension [Lantus] by Sigma","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36932353","OMOP5209356","3 ML insulin glargine 100 UNT/ML Injectable Suspension [Lantus] by Waymade","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36967622","OMOP5209351","3 ML insulin glargine 100 UNT/ML Injectable Suspension [Semglee]","Quant Branded Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36969478","OMOP5209353","3 ML insulin glargine 100 UNT/ML Injectable Suspension [Semglee] Box of 5","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36948015","OMOP5209352","3 ML insulin glargine 100 UNT/ML Injectable Suspension [Semglee] Box of 5 by Viatris Healthcare","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","36960476","OMOP5209350","3 ML insulin glargine 100 UNT/ML Injectable Suspension [Semglee] by Viatris Healthcare","Marketed Product","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","43258829","OMOP561968","3 ML Insulin Glargine 100 UNT/ML Injection","Quant Clinical Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","43264266","OMOP561976","3 ML Insulin Glargine 100 UNT/ML Injection [Basaglar]","Quant Branded Drug","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","43291452","OMOP561980","3 ML Insulin Glargine 100 UNT/ML Injection [Basaglar] Box of 10","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","43258831","OMOP561977","3 ML Insulin Glargine 100 UNT/ML Injection [Basaglar] Box of 2","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","43258832","OMOP561979","3 ML Insulin Glargine 100 UNT/ML Injection [Basaglar] Box of 5","Quant Branded Box","Drug","RxNorm Extension"
"4","Antihyperglycemic Medications","43275295","OMOP561971","3 ML Insulin Glargine 100 UNT/ML Injection Box of 10","Quant Clinical Box","Drug","RxNorm Extension"
